"week_dat","station","Season","District","monitoring_week","ALCM_count","sum","No_traps","hrs_wet","weekly_CGDD","Total_Rainfall","Mean_mintemp","Mean_maxtemp","Mean_meantemp"
2018-01-29,"PAK","2017-18","Pakowhai",21,3654,102789,6,114,8260.2,21.6,42.3,76.55,59.85
2018-02-05,"PAK","2017-18","Pakowhai",22,412,103201,6,243,9699,123.6,48.9,66.4,56.2
2018-02-12,"PAK","2017-18","Pakowhai",23,462,103663,6,180,11528.4,0.6,49.9,82.5,66.55
2018-02-19,"PAK","2017-18","Pakowhai",24,1021,104684,6,126,13344.6,0,36.05,77.5,57.75
2018-02-26,"PAK","2017-18","Pakowhai",25,890,105574,6,99,14765.4,0,43.85,67.85,57
2018-03-05,"PAK","2017-18","Pakowhai",26,3075,108649,6,222,16240.2,235.5,38.2,62.35,49.1
2018-03-12,"PAK","2017-18","Pakowhai",27,383,109032,6,117,17432.7,19.5,34.95,68.45,52.15
2018-03-19,"PAK","2017-18","Pakowhai",28,179,109211,6,213,18680.1,10.8,36.4,66.45,51.7
2018-03-26,"PAK","2017-18","Pakowhai",29,115,109326,6,183,20005.2,7.8,31.15,73,52.5
2018-04-02,"PAK","2017-18","Pakowhai",30,249,109575,6,159,21192.6,0,24.25,71.85,48.6
2018-04-09,"PAK","2017-18","Pakowhai",31,174,109749,6,195,21978.6,118.8,27.05,46.25,34.45
2018-04-16,"PAK","2017-18","Pakowhai",32,29,109778,6,81,22884.6,7.8,25.05,62.3,42.7
2018-04-23,"PAK","2017-18","Pakowhai",33,20,109798,6,0,0,0,0,0,0
2017-10-02,"RXE","2017-18","Roxburgh East",1,24,24,2,0,5467.2,1.3,4.14,18.25,10.4333333333333
2017-10-09,"RXE","2017-18","Roxburgh East",2,6,30,2,0,5671.7,8.7,5.35,18.8833333333333,12.1
2017-10-16,"RXE","2017-18","Roxburgh East",3,4,34,2,0,5847.7,5.2,6.01666666666667,20.65,12.25
2017-10-23,"RXE","2017-18","Roxburgh East",4,12,46,2,0,6018.3,2.6,5.36666666666667,19.0666666666667,11.8666666666667
2017-10-30,"RXE","2017-18","Roxburgh East",5,18,64,2,0,6383.9,2.7,9.03333333333333,23.5,15.6666666666667
2017-11-06,"RXE","2017-18","Roxburgh East",6,3,67,2,0,6572.7,22.9,4.28333333333333,16.4,10
2017-11-13,"RXE","2017-18","Roxburgh East",7,0,67,2,0,6782.5,0.2,8.38333333333333,19.4833333333333,13.4333333333333
2017-11-20,"RXE","2017-18","Roxburgh East",8,15,82,2,0,7124.3,36,10.1833333333333,24.1166666666667,16.5
2017-11-27,"RXE","2017-18","Roxburgh East",9,770,852,2,0,7570.8,2.4,11.2666666666667,25.9,18.7166666666667
2017-12-04,"RXE","2017-18","Roxburgh East",10,541,1393,2,0,8127,0,13.8833333333333,25.2,19.75
2017-12-11,"RXE","2017-18","Roxburgh East",11,428,1821,2,0,8527.6,7.3,10.0833333333333,23.1166666666667,15.9333333333333
2017-12-18,"RXE","2017-18","Roxburgh East",12,178,1999,2,0,8907.7,4,11.8166666666667,23.2666666666667,17
2017-12-25,"RXE","2017-18","Roxburgh East",13,40,2039,2,0,9265.3,3,8.18333333333333,21.4,14.9833333333333
2018-01-01,"RXE","2017-18","Roxburgh East",14,182,2221,2,0,1086.8,4.3,11.4846153846154,24.4307692307692,17.9076923076923
2018-01-15,"RXE","2017-18","Roxburgh East",15,284,2505,2,0,1320.4,14,14.8166666666667,28.4166666666667,20.8166666666667
2018-01-22,"RXE","2017-18","Roxburgh East",16,400,2905,2,0,0,0,0,0,0
2017-09-18,"LND","2017-18","Waimea",1,284,284,4,104,17380.6,43.8,18.0333333333333,37.7,25.8666666666667
2017-09-25,"LND","2017-18","Waimea",2,3584,3868,4,134,17899.6,17.4,12.3666666666667,37.2666666666667,24.1
2017-10-02,"LND","2017-18","Waimea",3,2616,6484,4,124,18436.2,141.2,21.3333333333333,37,27.6
2017-10-09,"LND","2017-18","Waimea",4,63,6547,4,66,19006.4,19.4,18.3,40.1,27.9
2017-10-16,"LND","2017-18","Waimea",5,1349,7896,4,40,19601,0,14.4666666666667,40.7666666666667,28.1666666666667
2017-10-23,"LND","2017-18","Waimea",6,388,8284,4,32,20252.4,1.4,19.6,43.0333333333333,30.9
2017-10-30,"LND","2017-18","Waimea",7,71,8355,4,54,21028.6,0.2,20.3,44.7333333333333,32.2
2017-11-06,"LND","2017-18","Waimea",8,241,8596,4,54,21702.4,26.8,19.3666666666667,40.1,29.4333333333333
2017-11-13,"LND","2017-18","Waimea",9,213,8809,4,50,22348.2,0.6,17.6666666666667,43.7333333333333,30.9666666666667
2017-11-20,"LND","2017-18","Waimea",10,1810,10619,4,28,23176.6,0,25.8666666666667,46.4,35.6333333333333
2017-11-27,"LND","2017-18","Waimea",11,6965,17584,4,58,24159.6,1.6,27.2333333333333,51.5,39.1666666666667
2017-12-04,"LND","2017-18","Waimea",12,7157,24741,4,20,25301.4,1.2,29.5,56.3666666666667,42.5666666666667
2017-12-11,"LND","2017-18","Waimea",13,1341,26082,4,8,26457.2,0.2,28.3333333333333,53.2333333333333,40.9333333333333
2017-12-18,"LND","2017-18","Waimea",14,759,26841,4,2,27550.8,0,27.6666666666667,51.2666666666667,39.3666666666667
2017-12-25,"LND","2017-18","Waimea",15,446,27287,4,68,28521.6,14.8,24.4333333333333,46.4666666666667,35.2
2018-01-01,"LND","2017-18","Waimea",16,208,27495,4,88,754.2,88,32.1666666666667,50.9666666666667,40.1333333333333
2018-01-08,"LND","2017-18","Waimea",17,235,27730,4,164,1813.2,255.4,33.3,47.1,39.0333333333333
2018-01-15,"LND","2017-18","Waimea",18,2314,30044,4,86,2966.8,105.8,35.7,51.1666666666667,42.9666666666667
2018-01-22,"LND","2017-18","Waimea",19,3132,33176,4,32,4263.8,0,33.1333333333333,58.6666666666667,47.0333333333333
2018-01-29,"LND","2017-18","Waimea",20,4018,37194,4,78,5536,56.6,29.5,50.4666666666667,39.2
2018-02-05,"LND","2017-18","Waimea",21,968,38162,4,66,6467.6,205.2,25.2666666666667,49.8666666666667,37.4333333333333
2018-02-12,"LND","2017-18","Waimea",22,624,38786,4,30,7599.2,0,28.9333333333333,56.1,42.4666666666667
2018-02-19,"LND","2017-18","Waimea",23,1304,40090,4,84,8631.4,150.6,24.2666666666667,47.0666666666667,35.2666666666667
2018-02-26,"LND","2017-18","Waimea",24,1948,42038,4,92,9556.8,25.4,31.5333333333333,47.7333333333333,37.8
2018-03-05,"LND","2017-18","Waimea",25,2676,44714,4,28,10562.4,0.4,23.0666666666667,48,34.8666666666667
2018-03-12,"LND","2017-18","Waimea",26,3454,48168,4,6,11423.4,0,22,49.1666666666667,34.5666666666667
2018-03-19,"LND","2017-18","Waimea",27,669,48837,4,144,12218.2,114.8,22.9,42.9333333333333,32.0333333333333
2018-03-26,"LND","2017-18","Waimea",28,179,49016,4,0,0,0,0,0,0
2018-09-17,"CLD","2018-19","Earnscleugh",1,37,37,2,34,6838.5,8.8,2.24,17.6166666666667,9.05
2018-09-24,"CLD","2018-19","Earnscleugh",2,700,737,2,10,6894.1,0.4,2.38,15.45,8.66666666666667
2018-10-01,"CLD","2018-19","Earnscleugh",3,2812,3549,2,25,7017.6,0,3.21666666666667,18.0833333333333,9.6
2018-10-08,"CLD","2018-19","Earnscleugh",4,1541,5090,2,38,7102.6,10.8,2.15,14.6166666666667,7.06666666666667
2018-10-15,"CLD","2018-19","Earnscleugh",5,149,5239,2,12,7278,0.2,7.61666666666667,23.2166666666667,15.4833333333333
2018-10-22,"CLD","2018-19","Earnscleugh",6,1594,6833,2,49,7618.9,21.4,7.7,18.5333333333333,12.6666666666667
2018-10-29,"CLD","2018-19","Earnscleugh",7,270,7103,2,21,7766.6,2.8,6.925,18.3,10.7833333333333
2018-11-05,"CLD","2018-19","Earnscleugh",8,37,7140,2,49,8038,44.2,7.05,18.2333333333333,12.5833333333333
2018-11-12,"CLD","2018-19","Earnscleugh",9,78,7218,2,42,8293.7,13.4,7.36666666666667,20.25,13.4833333333333
2018-11-19,"CLD","2018-19","Earnscleugh",10,44,7262,2,53,8457.3,7.8,8.32,18.05,12.2833333333333
2018-11-26,"CLD","2018-19","Earnscleugh",11,59,7321,2,38,8788,6,11.65,23.4333333333333,17.1333333333333
2018-12-03,"CLD","2018-19","Earnscleugh",12,948,8269,2,29,9197.6,6.6,9.15,22.6,15.2333333333333
2018-12-10,"CLD","2018-19","Earnscleugh",13,5088,13357,2,32,9592.8,18,11.65,23.3,17.1666666666667
2018-12-17,"CLD","2018-19","Earnscleugh",14,3523,16880,2,63,9972.6,15.4,6.96666666666667,18.6333333333333,12.95
2018-12-24,"CLD","2018-19","Earnscleugh",15,713,17593,2,20,10356.3,1.6,12.2333333333333,27.1,19.2
2018-12-31,"CLD","2018-19","Earnscleugh",16,615,18208,2,26,10895.2,30.8,11.4,26.0333333333333,19.1333333333333
2019-01-07,"CLD","2018-19","Earnscleugh",17,39,18247,2,32,11327.1,3.4,10.1833333333333,25.0166666666667,16.8166666666667
2019-01-14,"CLD","2018-19","Earnscleugh",18,18,18265,2,26,11743.6,1,11.7666666666667,26.2166666666667,18.2333333333333
2019-01-21,"CLD","2018-19","Earnscleugh",19,110,18375,2,22,12196.4,18.2,11.1833333333333,26.3666666666667,17.8833333333333
2019-01-28,"CLD","2018-19","Earnscleugh",20,200,18575,2,27,12741.9,11,10.2,27.9833333333333,19.3333333333333
2019-02-04,"CLD","2018-19","Earnscleugh",21,1187,19762,2,18,13186.7,0,7.38333333333333,26.7666666666667,17.4333333333333
2019-02-11,"CLD","2018-19","Earnscleugh",22,512,20274,2,33,13686.7,16.8,9.08333333333333,25.75,16.75
2019-02-18,"CLD","2018-19","Earnscleugh",23,336,20610,2,26,14089.5,9.6,7.31666666666667,23.9166666666667,15.2166666666667
2019-02-25,"CLD","2018-19","Earnscleugh",24,288,20898,2,47,14338,6.2,4.78333333333333,22.2166666666667,13.3166666666667
2019-03-04,"CLD","2018-19","Earnscleugh",25,174,21072,2,33,14763,16.8,9.95,25.2833333333333,17.4166666666667
2019-03-11,"CLD","2018-19","Earnscleugh",26,209,21281,2,52,15108.5,7.4,6.9,23.1833333333333,14.5333333333333
2019-03-18,"CLD","2018-19","Earnscleugh",27,171,21452,2,50,15525.5,0,10.3666666666667,26.55,18.2666666666667
2019-03-25,"CLD","2018-19","Earnscleugh",28,223,21675,2,53,15915.6,13.8,5.66666666666667,23.35,14.6166666666667
2019-04-01,"CLD","2018-19","Earnscleugh",29,135,21810,2,48,16090.4,1.6,1.05,16.55,6.91666666666667
2019-04-08,"CLD","2018-19","Earnscleugh",30,15,21825,2,43,16216.4,25.6,6.05,17.5833333333333,10.0333333333333
2019-04-15,"CLD","2018-19","Earnscleugh",31,6,21831,2,0,0,0,0,0,0
2018-09-17,"HAV","2018-19","Havelock North",1,1196,1196,8,0,38296,16.4,34.6666666666667,68.2666666666667,49.6666666666667
2018-09-24,"HAV","2018-19","Havelock North",2,5931,7127,8,0,38981.6,5.6,14.4,65.5333333333333,40.6
2018-10-01,"HAV","2018-19","Havelock North",3,2741,9868,8,0,39825.2,11.2,26.1333333333333,76.0666666666667,50.0666666666667
2018-10-08,"HAV","2018-19","Havelock North",4,1707,11575,8,0,40626,66.8,21.76,67.4,41.4666666666667
2018-10-15,"HAV","2018-19","Havelock North",5,604,12179,8,0,41224,0,17.36,82,47.1333333333333
2018-10-22,"HAV","2018-19","Havelock North",6,377,12556,8,0,42356,3.6,40.4666666666667,81.4666666666667,60.2
2018-10-29,"HAV","2018-19","Havelock North",7,138,12694,8,0,43466.4,18.8,29.8,76.3333333333333,51.8666666666667
2018-11-05,"HAV","2018-19","Havelock North",8,1115,13809,8,0,44963.6,22,52.8666666666667,87.1333333333333,70.1333333333333
2018-11-12,"HAV","2018-19","Havelock North",9,5135,18944,8,0,46547.2,1.2,38.7333333333333,88,66.6666666666667
2018-11-19,"HAV","2018-19","Havelock North",10,2924,21868,8,0,47800,118.8,45.4,74.0666666666667,58
2018-11-26,"HAV","2018-19","Havelock North",11,1287,23155,8,0,49356.8,54.4,60.6,80.3333333333333,68.5333333333333
2018-12-03,"HAV","2018-19","Havelock North",12,2462,25617,8,0,51106.4,0,43.1333333333333,91.2666666666667,66
2018-12-10,"HAV","2018-19","Havelock North",13,4244,29861,8,0,52732.4,49.6,56.4666666666667,87.8666666666667,69.8
2018-12-17,"HAV","2018-19","Havelock North",14,5762,35623,8,0,54643.2,124.8,53.7333333333333,97.1333333333333,73.3333333333333
2018-12-24,"HAV","2018-19","Havelock North",15,1184,36807,8,0,56480.8,48.4,54.0666666666667,94.6666666666667,73.6666666666667
2018-12-31,"HAV","2018-19","Havelock North",16,3322,40129,8,0,58709.6,0,50.6,108.8,82.8666666666667
2019-01-07,"HAV","2018-19","Havelock North",17,7491,47620,8,0,61055.2,20,64.3333333333333,104.466666666667,85.8
2019-01-14,"HAV","2018-19","Havelock North",18,9609,57229,8,0,63176.4,219.2,63.0666666666667,99.0666666666667,80.3333333333333
2019-01-21,"HAV","2018-19","Havelock North",19,4438,61667,8,0,65332.4,0,50.9333333333333,101.733333333333,77.3333333333333
2019-01-28,"HAV","2018-19","Havelock North",20,6074,67741,8,0,67703.6,2,60.6,100.8,81.1333333333333
2019-02-04,"HAV","2018-19","Havelock North",21,9510,77251,8,0,69649.6,6.8,54,91.9333333333333,73.2666666666667
2019-02-11,"HAV","2018-19","Havelock North",22,2232,79483,8,0,71676.4,0.4,50.9333333333333,103,77.1333333333333
2019-02-18,"HAV","2018-19","Havelock North",23,1820,81303,8,0,73748.8,186.4,55.3333333333333,102.466666666667,77.3333333333333
2019-02-25,"HAV","2018-19","Havelock North",24,445,81748,8,0,75200,0.4,31.7333333333333,86.6666666666667,58.4
2019-03-04,"HAV","2018-19","Havelock North",25,1120,82868,8,0,76748.4,52,48.4666666666667,98.1333333333333,72.7333333333333
2019-03-11,"HAV","2018-19","Havelock North",26,1386,84254,8,0,78793.2,4,62.6666666666667,98.9333333333333,78
2019-03-18,"HAV","2018-19","Havelock North",27,3202,87456,8,0,80642.4,2.4,52.8666666666667,87.0666666666667,69.1333333333333
2019-03-25,"HAV","2018-19","Havelock North",28,1513,88969,8,0,82472,10.4,52.7333333333333,89.8,72.3333333333333
2019-04-01,"HAV","2018-19","Havelock North",29,447,89416,8,0,83913.6,23.2,39.2666666666667,71.7333333333333,52.6
2019-04-08,"HAV","2018-19","Havelock North",30,182,89598,8,0,84877.6,32,27.6,76.3333333333333,49.6666666666667
2019-04-15,"HAV","2018-19","Havelock North",31,17,89615,8,0,186901.2,76.4,35.2307692307692,76.4307692307692,54.4307692307692
2019-04-29,"HAV","2018-19","Havelock North",32,3,89618,8,0,0,0,0,0,0
2018-09-17,"RIR","2018-19","Motueka",1,1802,1802,6,87,26868,1.2,15.7,53.05,33.6
2018-09-24,"RIR","2018-19","Motueka",2,1781,3583,6,108,27412.5,97.8,17.55,49.95,33.2
2018-10-01,"RIR","2018-19","Motueka",3,645,4228,6,33,28104.6,0,23,56.55,39.2
2018-10-08,"RIR","2018-19","Motueka",4,419,4647,6,120,28785,130.8,18.8,51.1,35.05
2018-10-15,"RIR","2018-19","Motueka",5,100,4747,6,75,29513.7,0,21.65,62.5,42.15
2018-10-22,"RIR","2018-19","Motueka",6,167,4914,6,135,30447.9,19.2,29,54.65,41.1
2018-10-29,"RIR","2018-19","Motueka",7,16,4930,6,135,31191,34.2,21.35,55.65,38.8
2018-11-05,"RIR","2018-19","Motueka",8,110,5040,6,99,32211.9,30.6,29.2,62.75,45.9
2018-11-12,"RIR","2018-19","Motueka",9,2363,7403,6,111,33282.9,0,27.7,68.9,49.45
2018-11-19,"RIR","2018-19","Motueka",10,1677,9080,6,171,34079.4,158.4,29.1,58.3,41.65
2018-11-26,"RIR","2018-19","Motueka",11,6919,15999,6,111,35252.7,81,41.95,64.6,51.75
2018-12-03,"RIR","2018-19","Motueka",12,3144,19143,6,144,36471.3,36.6,29.4,67.6,49.05
2018-12-10,"RIR","2018-19","Motueka",13,726,19869,6,150,37840.5,63,41.35,68,54.45
2018-12-17,"RIR","2018-19","Motueka",14,683,20552,6,132,39235.8,75.6,37.55,65.85,51.4
2018-12-24,"RIR","2018-19","Motueka",15,497,21049,6,129,40553.1,34.2,37.4,71.65,55.1
2018-12-31,"RIR","2018-19","Motueka",16,1337,22386,6,42,42288,0,44.3,84.75,65.6
2019-01-07,"RIR","2018-19","Motueka",17,1275,23661,6,90,44052,8.4,38.8,80.1,60.55
2019-01-14,"RIR","2018-19","Motueka",18,1068,24729,6,99,45582,0,40.55,76.5,58.75
2019-01-21,"RIR","2018-19","Motueka",19,116,24845,6,42,47186.4,0.6,39.55,82.65,61.3
2019-01-28,"RIR","2018-19","Motueka",20,221,25066,6,234,107907.9,2.4,39.6461538461538,77.7692307692308,58.9615384615385
2019-02-11,"RIR","2018-19","Motueka",21,216,25282,6,48,52205.1,0,38.35,80.5,58.75
2019-02-18,"RIR","2018-19","Motueka",22,96,25378,6,84,53716.5,56.4,36.7,76.9,55.55
2019-02-25,"RIR","2018-19","Motueka",23,36,25414,6,96,54846.9,0,26.2,66.8,47.65
2019-03-04,"RIR","2018-19","Motueka",24,0,25414,6,186,56073.6,60,39.7,70.35,53.25
2019-03-11,"RIR","2018-19","Motueka",25,0,25414,6,0,0,0,0,0,0
2018-09-17,"PAK","2018-19","Pakowhai",1,892,892,6,162,31354.2,32.1,26.65,52.25,38.2
2018-09-24,"PAK","2018-19","Pakowhai",2,2564,3456,6,186,31937.7,1.5,15.2,50.75,32.55
2018-10-01,"PAK","2018-19","Pakowhai",3,2186,5642,6,141,32611.8,14.7,20.4,57.8,38.25
2018-10-08,"PAK","2018-19","Pakowhai",4,722,6364,6,168,33272.4,46.8,14.2,53,32.9
2018-10-15,"PAK","2018-19","Pakowhai",5,253,6617,6,222,33777,0,13.2,62.85,37.45
2018-10-22,"PAK","2018-19","Pakowhai",6,155,6772,6,114,34720.8,1.2,31.55,63.2,46.7
2018-10-29,"PAK","2018-19","Pakowhai",7,54,6826,6,132,35575.5,21,23.85,56.75,39.65
2018-11-05,"PAK","2018-19","Pakowhai",8,2672,9498,6,117,36700.8,23.4,37.95,63.95,51.7
2018-11-12,"PAK","2018-19","Pakowhai",9,10513,20011,6,261,37881.6,0,32.15,66.8,50.75
2018-11-19,"PAK","2018-19","Pakowhai",10,4849,24860,6,222,38855.1,153.6,33.05,57.75,44.15
2018-11-26,"PAK","2018-19","Pakowhai",11,4675,29535,6,177,40055.4,51.6,45.1,63.5,52.35
2018-12-03,"PAK","2018-19","Pakowhai",12,4455,33990,6,117,41401.8,0,32.65,70.35,50.6
2018-12-10,"PAK","2018-19","Pakowhai",13,5673,39663,6,198,42667.8,46.8,44.45,66.95,53.4
2018-12-17,"PAK","2018-19","Pakowhai",14,6386,46049,6,213,44167.2,98.1,41.8,72.75,55.75
2018-12-24,"PAK","2018-19","Pakowhai",15,2705,48754,6,156,45564,20.1,40.65,73.9,56.35
2018-12-31,"PAK","2018-19","Pakowhai",16,5602,54356,6,141,47295.3,0,41.25,83,64.45
2019-01-07,"PAK","2018-19","Pakowhai",17,10428,64784,6,75,49138.2,11.4,50.35,80.15,65.45
2019-01-14,"PAK","2018-19","Pakowhai",18,7614,72398,6,195,50739.6,192.3,45.9,75.75,60.3
2019-01-21,"PAK","2018-19","Pakowhai",19,3234,75632,6,117,52379.1,0.9,38.55,76.5,58.7
2019-01-28,"PAK","2018-19","Pakowhai",20,3983,79615,6,177,54176.7,5.7,45.95,76.75,61.75
2019-02-04,"PAK","2018-19","Pakowhai",21,2500,82115,6,132,55663.8,22.2,39.45,70.65,55
2019-02-11,"PAK","2018-19","Pakowhai",22,307,82422,6,168,57211.8,1.2,39.2,78.15,59.35
2019-02-18,"PAK","2018-19","Pakowhai",23,362,82784,6,186,58813.2,119.1,42.6,77.85,58.55
2019-02-25,"PAK","2018-19","Pakowhai",24,255,83039,6,159,59940,0,24.7,65.9,45
2019-03-04,"PAK","2018-19","Pakowhai",25,315,83354,6,189,61153.8,25.8,36.9,74.65,55.35
2019-03-11,"PAK","2018-19","Pakowhai",26,343,83697,6,165,62716.5,2.1,46.1,73.6,59.35
2019-03-18,"PAK","2018-19","Pakowhai",27,909,84606,6,126,64146,2.4,40.5,67.85,53.45
2019-03-25,"PAK","2018-19","Pakowhai",28,348,84954,6,150,65582.1,3.9,43.5,69.85,55.8
2019-04-01,"PAK","2018-19","Pakowhai",29,117,85071,6,165,66705.9,17.1,29.4,56.3,40.1
2019-04-08,"PAK","2018-19","Pakowhai",30,15,85086,6,195,67450.2,11.7,21.65,58.05,38.3
2019-04-15,"PAK","2018-19","Pakowhai",31,6,85092,6,474,148470.3,61.5,26.4923076923077,57.1846153846154,40.9846153846154
2019-04-29,"PAK","2018-19","Pakowhai",32,10,85102,6,0,0,0,0,0,0
2018-09-24,"RXE","2018-19","Roxburgh East",1,6,6,2,0,6156.1,2.9,4.52,14,8.33333333333333
2018-10-01,"RXE","2018-19","Roxburgh East",2,73,79,2,0,6255.4,4.3,3.75,15.6333333333333,8.58333333333333
2018-10-08,"RXE","2018-19","Roxburgh East",3,30,109,2,0,6333.6,11.9,3.06,13.1666666666667,7.16666666666667
2018-10-15,"RXE","2018-19","Roxburgh East",4,30,139,2,0,6505.1,0,7.4,22.6666666666667,14.7833333333333
2018-10-22,"RXE","2018-19","Roxburgh East",5,119,258,2,0,6828.3,22.2,7.96666666666667,17.6333333333333,12.2333333333333
2018-10-29,"RXE","2018-19","Roxburgh East",6,10,268,2,0,6957.9,6,3.61666666666667,17.05,10
2018-11-05,"RXE","2018-19","Roxburgh East",7,2,270,2,0,7193.7,34.3,6.41666666666667,17.6,12.2166666666667
2018-11-12,"RXE","2018-19","Roxburgh East",8,5,275,2,0,7409.6,22.9,6.95,18.2666666666667,12.4166666666667
2018-11-19,"RXE","2018-19","Roxburgh East",9,0,275,2,0,7556.8,19.2,6.51666666666667,17.4666666666667,12.4
2018-11-26,"RXE","2018-19","Roxburgh East",10,15,290,2,0,7888.4,12.5,10.0166666666667,23.85,16.4166666666667
2018-12-03,"RXE","2018-19","Roxburgh East",11,261,551,2,0,8256,11.9,8.7,20.2666666666667,13.8166666666667
2018-12-10,"RXE","2018-19","Roxburgh East",12,647,1198,2,0,8589.6,1.9,11,22,16.1333333333333
2018-12-17,"RXE","2018-19","Roxburgh East",13,340,1538,2,0,8929.4,6.3,5.76666666666667,17.65,11.8333333333333
2018-12-24,"RXE","2018-19","Roxburgh East",14,120,1658,2,0,9264.8,1.3,11.15,25.3666666666667,18.15
2018-12-31,"RXE","2018-19","Roxburgh East",15,43,1701,2,0,9753.8,23.6,10.05,24.45,17.8
2019-01-07,"RXE","2018-19","Roxburgh East",16,8,1709,2,0,10117,5.2,9.95,22.4333333333333,15.2333333333333
2019-01-14,"RXE","2018-19","Roxburgh East",17,7,1716,2,0,23109.6,27.8,10.0230769230769,22.9692307692308,16.3153846153846
2019-01-28,"RXE","2018-19","Roxburgh East",18,270,1986,2,0,11328.3,4.1,10.2,25.5,17.85
2019-02-04,"RXE","2018-19","Roxburgh East",19,221,2207,2,0,11719.9,0,8.71666666666667,24.6166666666667,17.1833333333333
2019-02-11,"RXE","2018-19","Roxburgh East",20,128,2335,2,0,12199.8,9.3,9.58333333333333,23.8,15.9166666666667
2019-02-18,"RXE","2018-19","Roxburgh East",21,27,2362,2,0,0,0,0,0,0
2018-09-17,"LND","2018-19","Waimea",1,1566,1566,4,42,19219.8,0,11.6333333333333,36.6666666666667,23.2
2018-09-24,"LND","2018-19","Waimea",2,3138,4704,4,48,19616.2,0,11.5666666666667,35.1666666666667,22.9666666666667
2018-10-01,"LND","2018-19","Waimea",3,1802,6506,4,12,20104,0,15.0666666666667,38.9666666666667,27.0666666666667
2018-10-08,"LND","2018-19","Waimea",4,1593,8099,4,128,20606.4,24.4,6.73333333333333,32.3666666666667,23.3
2018-10-15,"LND","2018-19","Waimea",5,198,8297,4,188,21099.4,0,16.1666666666667,39.6,28.4666666666667
2018-10-22,"LND","2018-19","Waimea",6,61,8358,4,182,21726.8,43.8,20.8666666666667,35.7333333333333,27.7
2018-10-29,"LND","2018-19","Waimea",7,12,8370,4,180,22203.6,59.8,16.3666666666667,34.7666666666667,25.5666666666667
2018-11-05,"LND","2018-19","Waimea",8,221,8591,4,162,22885.6,8,20.1,39.0666666666667,29.7
2018-11-12,"LND","2018-19","Waimea",9,2712,11303,4,140,23578.6,1.2,18.6666666666667,43.3666666666667,32.0333333333333
2018-11-19,"LND","2018-19","Waimea",10,2479,13782,4,184,24151.2,46.8,20.5,39.2,29.7666666666667
2018-11-26,"LND","2018-19","Waimea",11,8514,22296,4,160,24955.2,18.8,26.5666666666667,44.4666666666667,34.9333333333333
2018-12-03,"LND","2018-19","Waimea",12,3032,25328,4,160,25799,27.6,22.5333333333333,45.3333333333333,33.3666666666667
2018-12-10,"LND","2018-19","Waimea",13,401,25729,4,134,26739,10.6,28.7666666666667,45.7,36.7
2018-12-17,"LND","2018-19","Waimea",14,496,26225,4,164,27705.8,54.6,25.7666666666667,44.3666666666667,34.4333333333333
2018-12-24,"LND","2018-19","Waimea",15,660,26885,4,172,28599.2,17.4,26.3333333333333,47.1666666666667,37.1666666666667
2018-12-31,"LND","2018-19","Waimea",16,1922,28807,4,102,29800.4,0,33.2,57.5333333333333,45.4666666666667
2019-01-07,"LND","2018-19","Waimea",17,1027,29834,4,102,31029,8,28.6,52.7,41.2666666666667
2019-01-14,"LND","2018-19","Waimea",18,942,30776,4,84,32070.2,1.2,28.2666666666667,50.6333333333333,39.5666666666667
2019-01-21,"LND","2018-19","Waimea",19,113,30889,4,84,33176.8,1,29.6,53.5,42.1333333333333
2019-01-28,"LND","2018-19","Waimea",20,198,31087,4,230,75820,1,28.1230769230769,49.9230769230769,39.5538461538462
2019-02-11,"LND","2018-19","Waimea",21,382,31469,4,72,36608.2,0,29.4,51.5,40.4333333333333
2019-02-18,"LND","2018-19","Waimea",22,221,31690,4,74,37647.8,8.6,26.9666666666667,48.2333333333333,37.3
2019-02-25,"LND","2018-19","Waimea",23,36,31726,4,90,38455.6,0,20.1333333333333,43.5333333333333,32.7666666666667
2019-03-04,"LND","2018-19","Waimea",24,0,31726,4,172,39315.8,78,26.3333333333333,45.5,35.4666666666667
2019-03-11,"LND","2018-19","Waimea",25,0,31726,4,0,0,0,0,0,0
